NewtownMassacre	1
teamspam	4
NewYork	1
YouWereHotUntil	1
edl	36
jihad	1
Olympics	1
creepingsharia	1
Palestine	1
Homophobia	3
islam	1
police	1
bnp	1
zionism	1
hillsborough	1
heinz8675	1
wmi	1
Newtown	20
Anonymous	2
UAF	2
freulein	1
Breivik	1
BNP	35
Walthamstow	9
PrayForTommy	1
BFP	7
Eid	1
NAZIS	1
fingerscrossed	1
walthamstow	4
SupportIsrael	1
CXF	2
PussyRiot	1
Education	1
antifacist	1
cowardice	1
Falklands	2
vanfail	3
FactsAboutTheEDL	4
Malala	1
jft96	3
EDL	2478
fail	1
PCC	1
bbcqt	1
US2012	5
greeks	1
USAinUKNov6	2
NRA	10
myPCC	22
mug	2
hilarious	1
Rotherham	2
savile	3
NWI	2
nazis	1
giveup	1
ba	1
tcot	1
Hanukkahinholloway	1
facepalm	1
romneyencore	1
LGBT	20
USElection	12
CxF	1
humanrights	1
rotherham	2
xfactor	1
hookoff	1
casuals	2
MyPCC	1
nowplaying	2
pinklondon	1
mac	1
crybaby	1
Aid4Gaza	1
wearewf	1
Muslim	2
ff	1
NuLab	2
middlesbrough	1
FF	12
Bedfordshire	1
TERRORISM	1
TimeTravelers	1
us2012	3
WeGoWhereWeWantEdl	1
savetheirdignity	1
NF	1
occupy	1
pointandlaugh	2
teaparty	1
pussyriot	1
Brighton	1
NUFC	1
gay	1
floppy	1
BBC	1
Beds	1
usElection	1
barrenmunchausen	1
shitnews	1
Chelsea	1
endtimerspleasefuckoffanddie	1
ukuncut	1
ANTIFA	1
Walsall	8
OWNED	1
Wandsworth	1
tonightweparty	1
wearenorwich	2
OpRacism	3
poppyappeal	7
casualsunited	1
vauxhall	1
footiethug	1
C18	1
Gaza	3
USA2012	1
Millwall	1
uaf	1
wotaprick	1
Israel	7
FactsAboutEDL	8
christmasrepeats	1
Muslims	1
NHS	1
moron	1
android	1
homophobia	1
Aljazeera	1
taqiiya	1
gayrights	1
PoppyAppeal	1
mypcc	1
beta	1
EDLP	1
everyoneneedsahobby	1
London2012	1
norwichprotest	3
lesbian	1
christians	1
e	2
Santacon	1
jihadist	1
Islamophobia	1
Blackpool	1
Traitor	1
righturds	1
SDL	2
29votes	1
Newsnight	6
templerun	1
